housing,job,day,qualification,month,location,online.banking,checking.account,prev.sales,year.contact,length,central.interest.rate,employment.rate,customer.satisfaction,price.index,credit.rating,age,staff_total,confidence.index,emails.month,y
yes,Lawyer,tue,other,jul,Inner.city,active,no,0,4,485,5.556,3.8,Satisfactory,107.2244,poor,49,15664,81.39,1,no
no,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,yes,0,0,1025,2.216,-1,Satisfactory,106.9044,poor,33,15281,72.7,0,yes
no,Other,wed,unknown,aug,suburban,inactive,yes,0,4,310,6.419,3.5,Satisfactory,107.6652,satisfactory,37,15718,99.03,0,no
no,Driver,thu,other,aug,suburban,inactive,yes,0,2,184,5.735,3.7,Satisfactory,105.2852,poor,33,15640,99.36,0,no
no,Lawyer,tue,Bachelour.degree,jun,Inner.city,inactive,no,0,2,288,5.043,3.5,Satisfactory,108.222,poor,37,15663,89.33,0,no
yes,Electrician,mon,other,nov,Inner.city,inactive,no,0,0,127,6.073,1.25,Satisfactory,106.94,satisfactory,32,15626,88.62,1,no
no,Gardener,mon,Bachelour.degree,oct,Inner.city,inactive,yes,0,1,502,0.672,0.0499999999999999,High,107.7108,poor,22,14919,74.1,2,no
yes,Driver,fri,Bachelour.degree,aug,Inner.city,inactive,yes,0,4,552,6.127,3.8,Satisfactory,112.8552,excellent,31,15657,97.57,0,no
yes,Driver,thu,doctorate,jul,Inner.city,inactive,yes,0,2,252,6.131,3.7,Satisfactory,110.8744,poor,34,15638,87.03,1,no
no,Self-employed,thu,highschool.certificate,nov,Inner.city,inactive,yes,0,2,265,1.893,-1.4,Satisfactory,107.4644,satisfactory,43,15294,79.06,1,no
yes,Self-employed,fri,doctorate,may,Inner.city,inactive,yes,0,1,1067,2.207,-1,High,104.3544,satisfactory,32,15334,81.22,1,yes
no,Lawyer,thu,Higher.school.certificate,jul,Inner.city,inactive,yes,0,0,795,6.448,3.5,Satisfactory,106.1544,poor,30,15738,84.38,1,no
yes,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,no,0,2,934,5.412,3.05,Satisfactory,107.6452,satisfactory,49,15569,96.76,1,no
yes,Gardener,thu,Bachelour.degree,jun,suburban,inactive,no,0,2,262,5.905,3.4,Satisfactory,109.662,satisfactory,36,15765,89.04,0,no
no,Self-employed,tue,highschool.certificate,jul,suburban,inactive,yes,0,2,136,6.243,3.8,Satisfactory,107.5244,satisfactory,43,15649,87.09,1,no
yes,Lawyer,thu,other,may,Inner.city,active,yes,0,3,849,2.145,-1.2,Satisfactory,105.3244,excellent,49,15328,77.28,0,no
yes,Self-employed,tue,Higher.school.certificate,nov,Inner.city,inactive,yes,0,1,1079,5.318,1.45,Satisfactory,105.72,excellent,32,15576,86.31,1,no
yes,Lawyer,fri,other,may,Inner.city,inactive,yes,0,5,672,2.147,-1,High,105.3444,poor,39,15286,79.9,2,no
no,Driver,thu,doctorate,may,Inner.city,active,no,0,0,447,6.167,2.95,Satisfactory,106.1052,satisfactory,53,15529,95.94,1,no
no,Gardener,thu,Bachelour.degree,may,suburban,inactive,no,0,0,450,6.476,3.15,Satisfactory,106.6952,poor,41,15579,98.45,0,no
yes,Gardener,thu,Bachelour.degree,jun,Inner.city,inactive,no,0,2,17,4.699,3.8,Satisfactory,108.792,satisfactory,27,15688,88.91,1,no
no,Librarian,fri,Higher.school.certificate,jun,Inner.city,inactive,no,0,1,80,5.595,3.4,Satisfactory,111.452,satisfactory,55,15737,86.65,0,no
yes,Gardener,tue,Higher.school.certificate,jul,Inner.city,inactive,no,0,1,454,6.472,3.7,Satisfactory,111.6144,satisfactory,24,15698,83.04,0,no
yes,Gardener,wed,other,may,Inner.city,inactive,no,0,1,377,1.915,-1.1,High,107.3944,satisfactory,34,15311,77.83,2,no
no,Lawyer,thu,other,jul,Inner.city,inactive,no,0,0,233,6.117,3.6,High,104.4444,satisfactory,35,15650,82.25,1,no
no,Self-employed,mon,highschool.certificate,may,Inner.city,active,no,0,0,49,5.497,3.15,Satisfactory,111.5052,satisfactory,34,15590,97.07,1,no
yes,Driver,wed,doctorate,aug,Inner.city,inactive,yes,0,6,139,6.778,3.4,Satisfactory,106.6452,satisfactory,46,15691,98.54,1,no
unknown,Driver,wed,other,jul,Inner.city,not.registered,yes,0,1,128,6.615,3.6,Satisfactory,109.9444,poor,30,15681,87.5,0,no
yes,Self-employed,mon,highschool.certificate,jul,Inner.city,inactive,yes,0,2,894,6.695,3.6,Satisfactory,108.4544,satisfactory,31,15658,83.8,0,no
no,Lawyer,wed,other,sep,Inner.city,inactive,yes,0,1,868,1.032,-3.6,Satisfactory,107.3732,poor,30,15064,112.4,0,yes
no,Lawyer,mon,other,jul,Inner.city,inactive,yes,0,0,654,1.704,-2.95,Satisfactory,105.6852,satisfactory,48,15259,104.12,1,yes
yes,Lawyer,tue,Higher.school.certificate,may,Inner.city,active,no,0,3,644,5.67,2.95,Satisfactory,109.8952,satisfactory,42,15512,97.51,1,no
no,Plumber,mon,other,jul,suburban,inactive,yes,0,3,428,5.622,3.8,Satisfactory,105.9444,satisfactory,44,15686,88.1,1,no
yes,Lawyer,mon,other,may,Inner.city,inactive,no,0,3,242,5.833,3.15,Satisfactory,110.1652,poor,33,15567,96.27,0,no
yes,Self-employed,tue,doctorate,jun,suburban,active,no,0,2,230,6.477,3.5,Satisfactory,114.542,satisfactory,37,15661,84.05,1,no
no,Self-employed,wed,Higher.school.certificate,nov,Inner.city,active,no,0,2,196,5.864,1.45,Satisfactory,108.98,poor,33,15586,84.82,0,no
unknown,Driver,wed,other,jul,Inner.city,inactive,yes,0,2,617,5.547,3.5,High,106.2444,satisfactory,45,15733,85.87,1,no
yes,Academic,thu,other,nov,Inner.city,active,yes,0,1,1634,5.748,1.45,Satisfactory,106.46,excellent,57,15613,89.7,1,yes
yes,Self-employed,fri,Higher.school.certificate,apr,Inner.city,inactive,yes,0,3,138,1.555,-1.4,Satisfactory,110.38,poor,26,15301,77.93,1,no
yes,Self-employed,mon,other,aug,Inner.city,inactive,yes,0,4,900,6.847,3.5,Satisfactory,107.1452,satisfactory,46,15693,98.63,1,no
no,Driver,fri,other,apr,Inner.city,active,yes,0,0,209,2.4,-1.1,High,107.2292,poor,29,15082,103.16,2,yes
yes,Librarian,thu,unknown,apr,Inner.city,inactive,yes,0,2,614,2.021,-1.4,Satisfactory,109.0192,satisfactory,76,15055,102.16,1,no
no,Self-employed,tue,unknown,may,Inner.city,inactive,no,0,2,601,6.529,3.15,Satisfactory,110.9752,satisfactory,51,15598,101.63,1,no
yes,Gardener,wed,Bachelour.degree,may,Inner.city,inactive,yes,0,2,539,2.687,-1.4,High,109.1444,poor,27,15284,79.68,2,no
yes,Electrician,thu,Higher.school.certificate,jul,suburban,inactive,yes,0,2,470,5.137,3.8,Satisfactory,108.8944,satisfactory,34,15652,87.21,1,no
yes,Gardener,fri,Bachelour.degree,jun,suburban,inactive,no,0,3,848,5.843,3.7,Satisfactory,109.052,poor,32,15721,88.09,1,no
yes,Driver,fri,other,jun,Inner.city,active,no,0,2,2699,6.257,3.4,Satisfactory,104.612,poor,31,15675,90.82,0,yes
yes,Lawyer,fri,other,may,Inner.city,inactive,no,0,2,1131,5.665,2.95,Satisfactory,106.3352,satisfactory,31,15581,96.48,0,no
yes,Lawyer,thu,other,mar,Inner.city,inactive,yes,0,3,427,1.646,-1.3,High,106.5152,poor,39,15047,100.92,1,no
yes,Gardener,tue,Bachelour.degree,mar,Inner.city,inactive,yes,0,13,550,2.207,-1.2,Satisfactory,107.9544,poor,23,15295,70.42,1,yes
no,Lawyer,mon,unknown,jun,suburban,inactive,no,0,3,166,5.909,3.7,Satisfactory,106.862,excellent,54,15714,84.86,1,no
no,Self-employed,tue,Higher.school.certificate,jun,suburban,inactive,no,0,2,258,6.332,3.05,Satisfactory,108.4052,satisfactory,48,15521,97.44,1,no
unknown,Driver,tue,Bachelour.degree,jun,Inner.city,not.registered,no,0,1,356,6.132,3.8,Satisfactory,109.332,satisfactory,33,15671,85.64,0,no
yes,Lawyer,mon,Higher.school.certificate,jun,Inner.city,inactive,no,0,3,133,6.159,3.6,Satisfactory,108.412,satisfactory,24,15672,89.48,1,no
yes,Lawyer,mon,other,jun,Inner.city,inactive,no,0,2,160,6.233,3.5,Satisfactory,111.682,satisfactory,31,15708,87.06,0,no
no,Librarian,fri,Higher.school.certificate,may,suburban,inactive,no,0,1,828,5.478,3.35,Satisfactory,112.3352,satisfactory,53,15563,98.79,0,no
no,Driver,wed,Higher.school.certificate,may,Inner.city,inactive,no,0,0,628,6.046,3.15,Satisfactory,106.1052,satisfactory,59,15575,99.31,1,no
yes,Other,mon,Bachelour.degree,jun,suburban,inactive,no,0,1,587,5.943,3.4,Satisfactory,105.682,satisfactory,50,15730,85.96,1,no
yes,Lawyer,tue,other,nov,Inner.city,inactive,yes,4,0,217,1.558,-3.4,Low,107.5792,poor,55,15046,115.67,3,yes
yes,Lawyer,tue,Bachelour.degree,aug,Inner.city,inactive,yes,0,4,420,6.709,3.8,Satisfactory,110.8452,satisfactory,47,15721,95.52,0,no
no,Electrician,thu,other,aug,Inner.city,inactive,yes,0,2,130,1.467,-2.95,Satisfactory,106.4308,satisfactory,37,15257,107.61,0,no
no,Driver,thu,other,may,Inner.city,inactive,yes,0,5,107,6.214,3.5,Satisfactory,107.6644,poor,32,15693,82.33,1,no
yes,Gardener,thu,Bachelour.degree,may,Inner.city,inactive,no,0,2,113,2.698,-1,High,103.9944,satisfactory,38,15316,76.64,2,no
no,Electrician,thu,other,nov,Inner.city,inactive,yes,0,5,89,5.168,1.45,Satisfactory,108.65,excellent,49,15543,82.27,1,no
yes,Gardener,tue,other,may,Inner.city,inactive,no,0,3,207,4.893,3.05,Satisfactory,109.3752,satisfactory,28,15542,101.24,0,no
no,Self-employed,thu,highschool.certificate,jul,Inner.city,active,no,0,3,29,6.478,3.8,Satisfactory,107.2544,satisfactory,60,15637,86.13,0,no
no,Driver,tue,Higher.school.certificate,may,Inner.city,inactive,yes,3,1,417,2.2,-1.3,Low,106.4644,satisfactory,28,15323,77.1,2,no
yes,Driver,wed,Bachelour.degree,jun,Inner.city,inactive,no,0,2,108,6.901,3.4,Satisfactory,107.792,satisfactory,54,15696,86.51,1,no
no,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,no,0,2,510,5.343,3.35,Satisfactory,109.5052,poor,32,15582,99.61,0,no
yes,Lawyer,tue,other,nov,Inner.city,inactive,yes,1,1,605,0.843,-3.7,Low,109.4892,satisfactory,31,15074,108,3,yes
no,Self-employed,tue,highschool.certificate,jun,suburban,inactive,no,0,0,260,5.353,3.8,Satisfactory,108.682,satisfactory,34,15681,84.98,1,no
yes,Self-employed,wed,unknown,aug,suburban,inactive,yes,0,1,761,7.082,3.6,Satisfactory,110.4852,satisfactory,54,15688,100.69,1,no
yes,Retail,wed,Higher.school.certificate,may,suburban,inactive,yes,0,3,116,3.548,-1.1,Satisfactory,105.1144,satisfactory,53,15280,77.45,0,yes
no,Self-employed,thu,Bachelour.degree,jun,Inner.city,inactive,no,0,1,1009,6.615,3.7,Satisfactory,109.962,satisfactory,31,15688,84.09,0,no
no,Driver,thu,other,nov,Inner.city,inactive,no,0,2,108,5.037,1.45,Satisfactory,108.88,poor,38,15517,85.41,0,no
yes,Self-employed,thu,Higher.school.certificate,may,Inner.city,inactive,no,0,2,535,5.459,3.05,Satisfactory,109.1752,satisfactory,47,15622,97.72,1,no
yes,Plumber,thu,other,apr,Inner.city,active,yes,0,9,76,2.455,-1.3,Satisfactory,107.06,satisfactory,51,15282,76.93,0,no
yes,Driver,mon,Higher.school.certificate,jul,Inner.city,active,yes,0,3,1260,5.289,3.8,Satisfactory,106.6244,satisfactory,25,15683,87.1,1,no
yes,Lawyer,thu,other,aug,Inner.city,active,no,0,10,83,6.52,3.5,Satisfactory,111.7952,poor,30,15631,100.26,1,no
yes,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,yes,0,0,249,1.844,-1.2,Satisfactory,105.5444,satisfactory,43,15263,79.86,0,no
yes,Lawyer,thu,Bachelour.degree,nov,Inner.city,inactive,yes,0,1,359,5.055,1.55,Satisfactory,105.63,poor,30,15567,87.99,1,no
yes,Plumber,thu,other,nov,Inner.city,inactive,yes,0,1,310,4.674,1.15,Satisfactory,108.67,poor,32,15564,84.13,1,no
yes,Driver,tue,other,aug,Inner.city,inactive,yes,0,2,840,6.018,3.6,Satisfactory,107.6952,poor,32,15662,102.42,0,no
no,Driver,wed,doctorate,aug,Inner.city,inactive,yes,0,2,181,5.515,3.7,Satisfactory,108.8252,excellent,33,15701,99.81,0,no
no,Self-employed,thu,Higher.school.certificate,may,suburban,inactive,yes,0,2,199,2.757,-1.2,High,107.9744,satisfactory,28,15336,77.92,1,no
no,Self-employed,wed,highschool.certificate,aug,Inner.city,inactive,yes,0,2,654,5.524,3.4,Satisfactory,109.8652,satisfactory,45,15657,100.99,1,no
yes,Self-employed,fri,highschool.certificate,may,suburban,inactive,no,0,1,959,6.112,3.25,Satisfactory,108.2752,satisfactory,35,15604,98.57,1,no
no,Self-employed,fri,other,jun,Inner.city,inactive,no,0,3,596,5.742,3.8,Satisfactory,104.252,poor,32,15624,85.99,0,yes
yes,Academic,thu,unknown,jun,Inner.city,inactive,no,0,2,408,5.933,3.8,Satisfactory,109.132,satisfactory,51,15741,87.15,1,no
no,Plumber,thu,other,may,Inner.city,inactive,no,0,9,193,5.584,3.15,Satisfactory,108.9452,satisfactory,34,15583,99.82,1,no
no,Lawyer,thu,Higher.school.certificate,may,Inner.city,active,no,0,4,225,6.353,2.95,Satisfactory,107.9652,poor,36,15578,95.82,0,yes
no,Driver,thu,doctorate,mar,Inner.city,inactive,yes,0,1,117,3.59,-1.3,Satisfactory,108.1744,satisfactory,35,15271,68.08,0,no
yes,Retail,tue,Bachelour.degree,jun,Inner.city,inactive,no,0,1,492,5.701,3.5,Satisfactory,106.152,satisfactory,52,15703,87.27,1,no
no,Lawyer,fri,other,may,Inner.city,active,no,0,4,631,2.613,-1.1,Satisfactory,107.2444,satisfactory,33,15289,76.59,1,no
no,Librarian,thu,doctorate,may,Inner.city,inactive,no,0,1,158,6.147,3.15,Satisfactory,107.4552,excellent,58,15548,96.04,0,no
no,Lawyer,wed,Bachelour.degree,jul,Inner.city,inactive,yes,0,3,460,5.514,3.7,Satisfactory,108.7244,poor,48,15736,85.28,1,no
yes,Driver,fri,other,jun,Inner.city,inactive,yes,0,4,128,6.45,3.6,Satisfactory,107.042,satisfactory,34,15674,87.37,1,no
yes,Lawyer,mon,Higher.school.certificate,apr,Inner.city,inactive,yes,0,5,20,2.001,-1.4,Satisfactory,108.08,satisfactory,37,15281,77.38,0,no
no,Retail,tue,highschool.certificate,jun,Inner.city,inactive,yes,0,1,547,1.508,-1.05,High,109.424,poor,24,14886,93.83,2,no
no,Driver,mon,other,may,Inner.city,active,no,0,0,211,5.808,3.35,Satisfactory,107.3052,poor,32,15548,98.09,1,no
no,Driver,mon,other,apr,Inner.city,inactive,yes,0,4,221,1.564,-1.4,High,111.8792,satisfactory,30,14988,104.49,2,no
no,Driver,wed,highschool.certificate,may,Inner.city,inactive,no,0,0,248,6.8,3.25,Satisfactory,111.2052,satisfactory,47,15578,99.73,1,no
no,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,no,0,2,344,4.98,3.35,Satisfactory,107.6652,poor,30,15526,99.65,1,no
yes,Self-employed,mon,Higher.school.certificate,jul,Inner.city,inactive,yes,0,1,1651,5.761,3.5,Satisfactory,106.2244,satisfactory,34,15705,88.84,1,yes
no,Lawyer,tue,other,aug,Inner.city,inactive,yes,0,4,291,6.196,3.7,Satisfactory,105.9352,satisfactory,33,15644,95.86,0,no
no,Lawyer,mon,doctorate,nov,Inner.city,active,yes,0,1,499,5.357,1.35,Satisfactory,106.6,satisfactory,42,15624,80.5,2,yes
no,Retail,fri,doctorate,sep,Inner.city,active,no,0,2,167,1.654,-3.5,Satisfactory,108.5232,satisfactory,43,15026,114.35,0,yes
yes,Lawyer,mon,Bachelour.degree,jun,Inner.city,inactive,no,0,0,706,1.241,-1.15,Satisfactory,113.294,excellent,45,14982,91.21,1,yes
yes,Plumber,wed,Higher.school.certificate,jun,Inner.city,inactive,no,0,2,347,5.207,3.6,Satisfactory,108.862,poor,29,15692,89.11,1,no
no,Driver,mon,other,may,Inner.city,inactive,no,0,1,188,5.752,3.35,Satisfactory,108.4252,satisfactory,28,15592,97.21,0,no
no,Self-employed,tue,Bachelour.degree,nov,Inner.city,inactive,yes,0,0,125,5.191,1.15,Satisfactory,108.24,satisfactory,33,15584,88.97,0,no
no,Gardener,thu,highschool.certificate,aug,suburban,inactive,yes,0,8,203,4.952,3.5,Satisfactory,108.2152,satisfactory,62,15707,96.15,0,no
no,Self-employed,tue,Higher.school.certificate,may,Inner.city,inactive,no,0,0,500,5.207,3.25,Satisfactory,108.0652,satisfactory,41,15536,98.53,0,no
no,Plumber,wed,other,nov,suburban,inactive,yes,0,2,119,4.689,1.55,Satisfactory,108.35,satisfactory,50,15621,84.22,1,no
yes,Chef,thu,Bachelour.degree,mar,Inner.city,inactive,yes,0,4,180,2.723,-1.3,Satisfactory,104.6244,poor,28,15289,71.01,0,yes
no,Driver,fri,doctorate,may,Inner.city,inactive,no,0,4,205,5.569,3.35,Satisfactory,110.8952,satisfactory,36,15565,99.35,1,no
yes,Self-employed,mon,other,jul,Inner.city,inactive,yes,0,4,201,4.952,3.5,Satisfactory,109.9244,poor,28,15718,85.18,0,no
yes,Doctor,wed,other,may,Inner.city,inactive,yes,0,1,444,2.313,-1.1,Satisfactory,107.6244,satisfactory,38,15330,78.15,1,no
no,Plumber,mon,highschool.certificate,jun,Inner.city,inactive,yes,0,2,303,1.557,-3.4,Satisfactory,111.1248,satisfactory,36,15036,115.33,0,no
yes,Self-employed,wed,TAFE,may,Inner.city,inactive,no,0,1,1668,5.835,3.15,Satisfactory,108.3152,satisfactory,38,15607,100.43,1,yes
yes,Gardener,thu,Bachelour.degree,jul,Inner.city,inactive,yes,0,2,96,5.368,3.5,Satisfactory,108.6844,poor,33,15692,86.49,1,no
yes,Lawyer,mon,Bachelour.degree,jul,suburban,inactive,yes,0,4,633,5.283,3.8,Satisfactory,110.4844,satisfactory,38,15619,86.1,1,no
no,Lawyer,tue,other,aug,Inner.city,inactive,yes,0,2,325,6.198,3.4,Satisfactory,108.8052,poor,28,15641,96.27,1,no
no,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,no,0,1,522,5.346,3.25,Satisfactory,109.4652,satisfactory,28,15555,99.75,1,no
no,Lawyer,thu,other,apr,Inner.city,inactive,yes,0,1,571,2.198,-1.3,Satisfactory,106.19,satisfactory,31,15261,75,0,no
yes,Lawyer,wed,Bachelour.degree,dec,Inner.city,active,yes,0,1,628,2.114,-3,Satisfactory,108.9104,satisfactory,31,15078,107.56,1,yes
yes,Self-employed,tue,Bachelour.degree,jul,suburban,inactive,yes,0,7,273,6.166,3.8,Satisfactory,108.9944,poor,39,15614,83.91,1,no
yes,Lawyer,thu,Bachelour.degree,may,Inner.city,inactive,no,0,1,539,5.534,3.15,Satisfactory,108.1352,poor,32,15575,99.61,1,no
yes,Retail,wed,other,jul,Inner.city,inactive,yes,0,2,864,5.382,3.8,Satisfactory,107.7844,satisfactory,56,15732,90.43,0,no
no,Lawyer,wed,other,jun,Inner.city,inactive,no,0,1,424,5.149,3.6,Satisfactory,106.992,poor,22,15751,87.17,0,no
yes,Driver,mon,doctorate,nov,Inner.city,inactive,yes,0,1,105,5.418,1.35,Satisfactory,110.49,satisfactory,37,15553,85.65,1,no
yes,Gardener,fri,Bachelour.degree,jun,Inner.city,active,yes,0,2,460,2.789,-3.05,Satisfactory,104.1604,satisfactory,49,15137,91.33,0,no
yes,Lawyer,fri,other,nov,suburban,inactive,yes,0,10,35,5.278,1.25,Satisfactory,106.01,poor,55,15545,85.89,1,no
no,Librarian,wed,highschool.certificate,oct,suburban,inactive,yes,0,2,1797,1.421,-0.0500000000000001,Satisfactory,110.4608,satisfactory,64,14890,72.64,0,yes
no,Retail,fri,other,aug,Inner.city,inactive,yes,0,1,257,6.063,3.7,Satisfactory,107.7052,satisfactory,30,15632,99.91,1,no
no,Self-employed,fri,TAFE,may,suburban,active,no,0,4,211,6.218,3.25,Satisfactory,105.6052,satisfactory,40,15604,98.57,1,no
no,Retail,mon,Higher.school.certificate,jun,Inner.city,inactive,no,0,1,642,6.035,3.6,Satisfactory,104.992,satisfactory,60,15655,86.88,1,no
no,Doctor,mon,highschool.certificate,jun,Inner.city,inactive,no,0,1,798,7.283,3.6,Satisfactory,106.822,satisfactory,55,15695,85.96,1,no
yes,Driver,thu,doctorate,jun,Inner.city,inactive,no,0,2,261,5.357,3.4,Satisfactory,111.262,satisfactory,37,15738,90.93,0,yes
yes,Driver,wed,Bachelour.degree,aug,Inner.city,inactive,no,0,4,340,5.379,3.4,Satisfactory,106.9452,poor,27,15622,98.85,1,no
yes,Self-employed,mon,other,may,Inner.city,active,no,0,0,107,6.164,3.35,Satisfactory,107.7652,satisfactory,34,15526,97.65,0,no
no,Self-employed,mon,Higher.school.certificate,may,suburban,active,yes,0,0,468,2.592,-1.3,Satisfactory,106.6844,satisfactory,47,15357,75.98,1,no
yes,Self-employed,thu,highschool.certificate,jul,suburban,inactive,yes,0,8,10,6.077,3.8,Satisfactory,105.8144,satisfactory,25,15663,81.38,0,no
no,Driver,mon,other,may,Inner.city,inactive,no,0,1,2171,6.272,2.95,Satisfactory,108.7952,poor,27,15561,96.13,1,no
no,Driver,fri,other,aug,Inner.city,inactive,yes,0,1,484,6.435,3.5,Satisfactory,105.9352,satisfactory,49,15710,102.12,0,no
no,Lawyer,mon,doctorate,may,Inner.city,inactive,yes,0,1,65,2.097,-1.4,High,106.1444,excellent,43,15267,78.74,2,no
yes,Lawyer,wed,other,aug,suburban,active,yes,0,2,175,6.667,3.4,Satisfactory,107.5852,poor,55,15705,100.21,0,no
yes,Self-employed,fri,Higher.school.certificate,jul,Inner.city,inactive,yes,0,0,562,6.156,3.7,Satisfactory,111.6544,poor,22,15700,83.11,0,no
yes,Self-employed,mon,highschool.certificate,aug,suburban,active,yes,0,3,551,5.123,3.4,Satisfactory,107.2052,satisfactory,45,15742,102,1,no
no,Driver,tue,doctorate,aug,Inner.city,inactive,yes,0,1,154,5.922,3.8,Satisfactory,106.2052,satisfactory,41,15693,93.13,1,no
no,Self-employed,fri,Higher.school.certificate,jul,suburban,inactive,yes,0,2,320,6.722,3.5,Satisfactory,105.1044,poor,34,15673,86.65,0,no
yes,Driver,tue,doctorate,jul,Inner.city,active,yes,0,3,572,5.51,3.7,Satisfactory,107.8144,satisfactory,32,15631,87.17,1,no
no,Lawyer,tue,other,jul,Inner.city,active,yes,0,3,380,6.416,3.6,Satisfactory,106.7144,satisfactory,55,15664,87.7,1,no
yes,Self-employed,tue,unknown,jul,Inner.city,inactive,no,0,1,293,5.763,3.5,Satisfactory,106.1744,satisfactory,32,15689,85.03,0,no
yes,Driver,tue,doctorate,nov,Inner.city,inactive,yes,0,1,1734,4.932,1.55,Satisfactory,107.99,satisfactory,40,15611,89.08,1,no
yes,Self-employed,tue,TAFE,may,suburban,inactive,yes,0,2,225,2.525,-1.2,High,108.5044,poor,35,15296,75.37,2,no
no,Plumber,thu,other,jun,Inner.city,inactive,no,0,1,1272,5.508,3.8,Satisfactory,105.672,excellent,49,15690,88.29,0,no
no,Driver,wed,Bachelour.degree,nov,Inner.city,inactive,yes,0,1,256,5.367,1.35,Satisfactory,109.21,excellent,35,15562,89.85,1,no
no,Lawyer,thu,other,jul,Inner.city,inactive,yes,0,1,1612,6.252,3.6,Satisfactory,104.7844,poor,26,15689,87.05,0,yes
yes,Doctor,tue,highschool.certificate,may,Inner.city,inactive,yes,0,1,1082,2.513,-1.2,High,107.2344,satisfactory,38,15274,77.66,2,no
no,Plumber,tue,Bachelour.degree,nov,Inner.city,inactive,yes,0,0,133,5.511,1.25,Satisfactory,104.99,poor,32,15581,87.63,0,no
yes,Self-employed,tue,unknown,jul,Inner.city,inactive,no,0,6,544,5.89,3.5,Satisfactory,109.1744,excellent,51,15664,88.2,1,no
yes,Retail,wed,Bachelour.degree,jul,suburban,active,yes,0,7,466,5.1,3.6,Satisfactory,103.2444,satisfactory,35,15689,83,0,no
no,Electrician,thu,TAFE,aug,Inner.city,inactive,yes,0,0,348,5.423,3.6,Satisfactory,109.6652,satisfactory,41,15682,100.76,0,no
yes,Lawyer,mon,other,oct,Inner.city,inactive,yes,0,0,682,1.803,-0.35,High,107.1508,poor,48,14878,72.54,2,no
no,Self-employed,mon,Higher.school.certificate,aug,Inner.city,inactive,yes,0,0,222,1.08,-3.7,High,105.0332,excellent,27,15048,109.58,2,no
yes,Librarian,mon,other,apr,Inner.city,inactive,yes,2,6,349,2.382,-1.1,Low,110.17,excellent,53,15274,76.17,1,no
yes,Self-employed,thu,highschool.certificate,may,Inner.city,active,yes,0,3,1631,2.495,-1.2,Satisfactory,104.8144,satisfactory,54,15307,74.87,0,yes
